source,target,annotator,id,Cohesion_value,Informativeness_value,source_file,total_score
"It wants it done within the next 12 months. The metal suit the Army wants would certainly be awe-inspiring. Bullets would bounce off it harmlessly. It would be able to download live video. These would come from remote-controlled airplanes, or drones, flying overhead.",Live video would help soldier by providing them with a way to capture and share images of their surroundings.,Annotator3,4-76,incohesive,,Batch4_Annotations.csv,
"Portsmouth helped turn the small island of Britain into a naval power. England once ruled an empire all over the world because of its navy. Portsmouth has been important to English rulers since the 13th century. In 1511, shipbuilders there launched Henry VIII's ship Mary Rose. The ship was one of the first war vessels able to fire a broadside.",The specialty of ship was naval engineering.,Annotator3,4-77,incohesive,,Batch4_Annotations.csv,
"To do this, they look at the DNA of living species, or types, of big cat. The DNA studies show various things. Big cats split off from other cats about 11 million years ago. Then about 6 million years ago another big change occurred. Big cats split into several different species.","Some examples of big cats are: - Big cats are the largest cats in the world, with a population of around 1.4 billion cats. - Big cats are the largest cats in the world, with a population of around 1.4 billion cats. - Big cats are the largest cats in the world, with a population of around 1.4 billion cats. - Big cats are the largest cats in the world, with a population of around 1.4 billion cats.",Annotator3,4-78,incohesive,,Batch4_Annotations.csv,
Now the city's new school week is mixed up. No two days in a row end at the same time. And moms and dads feel cheated. Many have arranged their workweeks to spend Wednesdays with their kids. Some children do attend church school.,"Yes, most parents are religious.",Annotator3,4-79,incohesive,,Batch4_Annotations.csv,
"Then about 6 million years ago another big change occurred. Big cats split into several different species. They became lions, tigers, jaguars and leopards. But there's a problem: What scientists find by looking at big cat DNA doesn't agree with what the fossils tell them. Scientists are hoping to figure out where big cats first appeared.","The evidence regarding the first appearance of big cats is inconsistent. The evidence is based on the fact that the first cats were lions, tigers, jaguars, and leopards, and the evidence is not consistent with the fact that the first cats were lions, tigers, jaguars, and leopards.",Annotator3,4-80,incohesive,,Batch4_Annotations.csv,
"He works at New York's American Museum of Natural History. The newly found cat is probably part of a separate branch of the cat family, said Tseng. The modern snow leopard is most likely part of the same branch. Both are able to live high in the Tibetan mountains. Big cats present serious problems for paleontologists.","Some problems paleontologists have with big cats include their size, their ability to live in the Tibetan mountains, their ability to reproduce, and their ability to survive in the wild.",Annotator3,4-81,incohesive,,Batch4_Annotations.csv,
"This is why the doctors at the American Academy of Pediatrics are now saying that school should start later. Imagine a school that starts at 8 a.m. every morning. If it started at 9 a.m. instead, students could get an extra hour of sleep each night. This could help students feel rested. It may have other benefits as well.",The doctors at the American Academy of Pediatrics are now saying that school should start later. This could help students feel rested and get an extra hour of sleep each night. This could help students feel rested and it could also help students feel more productive.,Annotator3,4-82,incohesive,,Batch4_Annotations.csv,
"It was his first real experience with the wilderness. Twenty-six students from different backgrounds took part in the program. The program is based at the University of Washington. Its goal is to get people of different races and family backgrounds to work in conservation. Okwu, for instance, is black.",Conservation workers work to protect the environment and protect the environment.,Annotator3,4-83,incohesive,,Batch4_Annotations.csv,
"Putin didn't care. Russia also captured a Lithuanian fishing ship. Russia claimed that it had sailed into Russian waters. Even more troubling, Russia asked Lithuania to send 1,500 people who used to be Soviet citizens to Russia. Supposedly, they hadn't joined the military when they were young men in the Soviet Union.","No, the situation with Russia has not improved significantly.",Annotator3,4-84,incohesive,,Batch4_Annotations.csv,
"We're in love with this organism, McKay said. ""It's the closest thing we have to Martians."" The scientists planned to load bits of the bacteria into a DNA sequencer. This sequencer will show them the order of four repeating nucleotides, or chemical ""letters,"" found in the bacteria. That order or sequence of ""letters"" makes up the bacteria's DNA.","DNA is a genetic material that is composed of four repeating nucleotides, or chemical ""letters,"" found in the bacteria.",Annotator3,4-85,incohesive,,Batch4_Annotations.csv,
Obama mentioned the pope's words. But he also spoke about his own personal story. He was once a young boy with a mother who struggled to make ends meet. Obama told a story about a child's chances in the United States. He talked about a child born into one of the poorest families in America.,Being born into a poor family can have a negative impact on one's life.,Annotator3,4-86,cohesive,Level_3,Batch4_Annotations.csv,
"Cave paintings in Indonesia are much older than anyone thought. Archaeologists have discovered that the paintings date back 40,000 years. They were able to prove that art did not begin only in Europe. The paintings were first found in caves on Sulawesi in the 1950s. Sulawesi is an island in the Southwest Asian country of Indonesia.",Cave paintings in Indonesia are much older than anyone thought.,Annotator3,4-87,incohesive,,Batch4_Annotations.csv,
"A little more than a day after Michael Brown was killed, the peacemakers arrived. Brown was a black teenager without a weapon who was shot by a white police officer. He was killed in August in Ferguson, Missouri, near St. Louis. The shooting set off nearly nightly protests and violence. The black community felt that Brown wouldn't have been killed if he was white.",The peacemakers wanted to ensure that Michael Brown's death was not a crime.,Annotator3,4-88,incohesive,,Batch4_Annotations.csv,
They carry large backpacks. Their hot breath is not good for the paintings. Chinese and American scientists have been working together to protect the caves for more than 20 years. They made a long-term plan to protect these caves. The first step is to examine the caves closely.,The scientists want to protect the caves by examining the caves closely.,Annotator3,4-89,incohesive,,Batch4_Annotations.csv,
"And Apple did not do enough to make it clear that their children were buying gems, coins or treats. Parents also did not know that entering their password started a 15-minute clock. During this time, kids could buy things without having to enter the password again. Apple also agreed to change the way it bills customers. It will let people know when someone buys something on a game or app.",Apple will make it easier for parents to see what their children are buying by allowing them to quickly and easily find out what they are buying.,Annotator3,4-90,incohesive,,Batch4_Annotations.csv,
"Often, such instruments can only be repaired with hard-to-find materials from overseas. String instruments, like violins, violas and cellos, are tricky. They are some of the hardest instruments to keep in good working order. Before Cuba's 1959 revolution, many musicians played string instruments made in Europe. After the revolution, Cuba was cut off from doing business with many other countries.",Cuba was cut off from doing business with many other countries after the 1959 revolution.,Annotator3,4-91,incohesive,,Batch4_Annotations.csv,
"States will have to deal with that. The Asian-American newcomers also mean new voters in the South. Almost three times as many Asian-Americans voted in Virginia in 2012, compared with 2004. There are many reasons for the population shift. Many different groups of Asian-Americans are moving to the South.","Asian-Americans groups moving to the South include Asian-Americans from the United States, Asian-Americans from the United States, Asian-Americans from the United States, and Asian-Americans from other countries.",Annotator3,4-92,incohesive,,Batch4_Annotations.csv,
"They only made $27 more than what the city spent to put them on the streets. The Pasadena meters did not cost the city money. They were designed by college students. They were paid for by money that companies gave to the city, Huang said. City leaders say the money collected by the meters might help in finding people homes.",The charity money has been helpful in finding people homes.,Annotator3,4-93,incohesive,,Batch4_Annotations.csv,
"Ebola was too serious to trust people to quarantine themselves, said New York Governor Andrew M. Cuomo. Spencer worked in Africa with the aid group Doctors Without Borders. He called the group on Thursday to report that he had a fever. City officials said Spencer did not have signs of Ebola until Thursday morning. He was not contagious when he was out in the city earlier in the week.","Yes, Spencer spread the disease.",Annotator3,4-94,incohesive,,Batch4_Annotations.csv,
"They will last the tortoise's whole life. A tortoise can live 160 years. ""It's heartbreaking that it's come to this. But it's the right thing to do,"" Gibbons said. He is in charge of the Turtle Conservancy in California.",A conservancy is a group of organizations that preserve and protect endangered species.,Annotator3,4-95,cohesive,Level_2,Batch4_Annotations.csv,
Marcie was also confused. The story she read said Florida needs more bees. Many bees have gotten sick. Some have died in bad weather. Other bees have been killed by accident.,"Florida's bees are suffering from a variety of diseases, including a variety of illnesses, such as a weakened immune system, a lack of food sources, and an increase in the risk of disease.",Annotator3,4-96,incohesive,,Batch4_Annotations.csv,
"This year, there are 46,885 nests. Anne Meylan is a scientist. ""We do not know why the numbers went down. And we do not know why they are coming back,"" she said. In the early 2000s, many turtles were being killed.",The drop in numbers of turtle nests was thought to be caused by the introduction of new species of turtles into the environment.,Annotator3,4-97,incohesive,,Batch4_Annotations.csv,
Hunting is supposed to give the animals a chance. Pacelle is working with a group called Mainers for Fair Bear Hunting. They are leading the fight to change the hunting rules. On the other side is a group called Save Maine's Bear Hunt. It is fighting to keep the old ways of hunting.,The Save Maine's Bear Hunt group is popular.,Annotator3,4-98,cohesive,Level_1,Batch4_Annotations.csv,
"It is never too late to do the right thing, Obama said. Cushing fought for the North. He died at age 22 during the Battle of Gettysburg in Pennsylvania. Cushing was hit twice. However, he refused to leave his cannon.",Cushing's cannon was important because it allowed him to remain in the military and fight for the North.,Annotator3,4-99,incohesive,,Batch4_Annotations.csv,
"The tropics do not have seasons like fall and spring. Year-round direct sunlight keeps the climate steadily warm. The study shows that the tropics have helped other parts of the world get a wider range of living creatures. An ecosystem includes all living and non-living things existing together in a certain place. For example, a desert is an ecosystem.",The desert is an ecosystem.,Annotator3,4-100,incohesive,,Batch4_Annotations.csv,
"Finn came up with a different explanation: Students cannot hide in the back of the classroom in smaller classes. They behave better and are more involved. He saw the change himself visiting classrooms in Buffalo, New York. Smaller, quieter classes may have their biggest effect on kids who do not pay attention and try to avoid looking the teacher in the eye. That's because they cannot hide.","Therefore, the teacher can see that they are not paying attention. So, in larger classes, students can sit in the back without being noticed. ",Annotator1,5-1,cohesive,Level_3,Batch5_Annotations.csv,
Advertising planes tow banners that tell people about events or products to buy. Disney had been trying to stop the ad planes for years. Michael P. Huerta is the leader of the FAA. Huerta told Congress that he would like to end the no-fly zones over Disney. Defenders of the no-fly zones say the Disney parks deserve special protection.,The ad was eventually removed from the system and a new one was put in its place. ,Annotator1,5-2,incohesive,,Batch5_Annotations.csv,
"In the books, teens fight against the harsh leadership of the nation Panem. They hold up three fingers to protest against it. The books and the movies are very popular. Thailand was hit by protests in 2013. Some protesters said the government was dishonest and should go.","To show the number of books they've read, a gesture symbolizing their intellectual superiority. The book series is set in a dystopian future where the government is controlling access to knowledge.",Annotator1,5-3,cohesive,Level_3,Batch5_Annotations.csv,
"People listen to her, said Pastor Henry Logan, who has been working with her since August. ""She does it one meal at a time."" Last Monday, violent protests broke out again in Ferguson. A grand jury decided not to charge the officer who shot Brown. A grand jury is made up of a group of people.",The context is about a person who has been working with her for eight months and observes that she doesn't have any issues.,Annotator1,5-4,incohesive,,Batch5_Annotations.csv,
"He wrote some harsh things about California's Native Americans. He said they had no place in the Sierra wilderness. Laura Pulido is a professor at USC. ""He was a man of his times,"" she said. Many people in his time had prejudices.",He spoke against the state's environmental policies.,Annotator1,5-5,incohesive,,Batch5_Annotations.csv,
He and his team named her Lucy after a song by the Beatles. The song played over and over the night her bones were found. Johanson is now the head of the Institute of Human Origins at Arizona State University. He spoke about how Lucy's discovery changed what scientists thought about early humans. He also discussed what he hopes to find next.,"He and his team also wanted to create a sense of mystery and intrigue in the room. They placed several large framed photographs around the room. The room had an air of mystery and intrigue. The team member who had been tasked with creating the atmosphere was a woman, and she had a distinctively different appearance from the others. She was tall, with long, dark hair, and a sharp, commanding presence. The room was dimly lit, with soft, diffused lighting. The paintings on",Annotator1,5-6,incohesive,,Batch5_Annotations.csv,
"About 1,177 of those were on a battleship that was sunk in the attack. Nine of the survivors of the battleship attack are alive. Four of them came together again in Hawaii. Every year on the day of the attack, the men gather in Pearl Harbor. They come to mark the event.","The attack on Pearl Harbor happened on December 7, 1941, and it was a surprise attack.",Annotator1,5-7,cohesive,Level_3,Batch5_Annotations.csv,
"Russian reporters asked if she was taking makeup with her to space. They also asked how she would wear her hair. Serova ignored the makeup question. As for her hair, she said: ""Why don't you ask the question about Alexander's hair?"" Crewmate Alexander Samokutyaev was seated next to her.",The question was meant to be a light-hearted inquiry about her style and presentation.,Annotator1,5-8,cohesive,Level_3,Batch5_Annotations.csv,
"One official said that people agreed to leave and were given plenty of time. She said many were moved to new housing. Others got money from the city to leave their homes, she added. However, many deny those claims. They say the people of Favela do Metro were given very little time to leave.", She emphasized that this was a temporary solution and that they would return to their normal lives. Another official stated that the government had established a system to provide temporary housing and employment for displaced individuals. The government also established a system to provide temporary housing and employment for displaced individuals.,Annotator1,5-9,incohesive,,Batch5_Annotations.csv,
"Many ag-tech companies are creating technology to make farming easier. They have built robots to cut lettuce. They have made computer software that can figure out how much grass to grow for cows to eat. Others companies are using technology to make products that taste like meat, cheese and eggs. Yet they are made from plants.",They have built robots to pick cherries. They have built robots to pick peaches. They have built robots to pick pears. They have built robots to pick plums. They have built robots to pick cherries.,Annotator1,5-10,incohesive,,Batch5_Annotations.csv,
"Gross, who is 65 years old, has already been sent home. Cuba and the United States spoke secretly for a year about freeing him. Gross' family in Maryland said he is in bad health. He is weak and can barely walk. In Cuba, he had refused medical care, food and visits from American officials.",The tweet mentioned that they are committed to bringing back the U.S. government. The tweet also said that the U.S. government is not leaving until they have all the documents needed. The tweet further stated that the U.S. government is not leaving until all parties have reached an agreement.,Annotator1,5-11,incohesive,,Batch5_Annotations.csv,
"Ma is one of China's best known environmental experts. He helped make the app. Ma said the problem is that the government does not force companies to follow the law. In China, there is no democracy. The government is not elected by the people.",Ma's work has been widely recognized both at home and abroad.,Annotator1,5-12,cohesive,Level_3,Batch5_Annotations.csv,
"Many doctors and nurses are afraid of getting Ebola. This fear is keeping many of them away. Too few of them are coming to care for patients, the WHO said. People who come down with Ebola run a fever. They feel weak and have muscle pain and headaches.","They are getting the necessary training. As a result, the disease is spreading more quickly.",Annotator1,5-13,incohesive,,Batch5_Annotations.csv,
"That's when I learned I was never going to write a real novel because I could not think that way."" The Nobel Pirze is 112 years old. Munro is the 13th female literature winner. Munro grew up in Wingham, a traditional Canadian town west of Toronto. She tended to write about her experience there and her life after the social revolution of the 1960s.","The original sentence is: ""I was never going to write a real novel because I could not think that way."" The elaboration needs to be a single sentence that provides additional insight or context.",Annotator1,5-14,incohesive,,Batch5_Annotations.csv,
"The rash then begins to spread. Other symptoms are fever, red eyes and a runny nose. Measles can cause serious problems. Measles is spread by coughing and sneezing. It is very contagious.","Measles is a highly contagious viral disease that affects the respiratory system. The rash is a sign of an infection, and it is caused by the measles virus. The virus spreads through respiratory droplets when an infected person coughs or sneezes. The incubation period is about 14 days, during which time the symptoms develop. The person becomes contagious after the incubation period, and the rash appears on the face and neck. The person is at risk of severe complications if the rash does not",Annotator1,5-15,cohesive,Level_3,Batch5_Annotations.csv,
"Suddenly, that has all changed. In January, U.S. District Judge Callie Granade struck down Alabama's gay marriage ban. The federal judge said the state ban goes against the U.S. Constitution. The Constitution lists laws that govern the whole country. Granade ordered that the state ban on gay marriage be removed.","Voter ID law, ruling it unconstitutional. This decision has caused a significant backlash from conservative groups and some Republican lawmakers, but the legal community is divided. Some argue that the law was an overreach, while others defend its necessity. The law requires a photo ID to vote, and some have called it a ""photo ID loophole"" because it allows same-day registration for people without a valid ID.",Annotator1,5-16,incohesive,,Batch5_Annotations.csv,
"The sisters were surprised when Pinto told them that their brother Benito might also be able to apply for deferred action. They thought his lack of an education would limit him. By mid-May, the sisters were well on their way to work permits and driver's licenses. And his wife, Maria, was inspired to get her GED. The general educational development (GED) is equal to a high school diploma.",The sisters were even more surprised when they realized that Benito had been in the country for 14 years.,Annotator1,5-17,cohesive,Level_3,Batch5_Annotations.csv,
"Shortly before the ceremony, Putin gave a heated speech. He blamed Ukraine's new leaders for the takeover. He called them names -- ""nationalists, Russophobes and anti-Semites."" A Ukrainian nationalist is a patriot. A Russophobe is anti-Russian.","They called them traitors, accusing them of trying to undermine the state. Putin's speech was directed at his own people, but it was delivered to the international audience as well. The government of Russia has been under pressure to address the crisis in Ukraine. The leaders have been forced to make tough decisions, including the recent one where they gave up the last remaining buffer zone in Eastern Ukraine. The international community is divided on how to respond to the crisis, with some countries calling for more sanctions, while others",Annotator1,5-18,cohesive,Level_3,Batch5_Annotations.csv,
"But saving reefs isn't only about conservation. It's also about jobs and money. ""Without reefs, you don't have fish,"" said businessman Jeff Torode. ""Without fish, you don't have divers."" And ""you don't have snorkelers.""","And without a sustainable fishery, you can't have a stable job market. And without a stable job market, you can't have a prosperous economy.""",Annotator1,5-19,cohesive,Level_3,Batch5_Annotations.csv,
"The space she lives in is too small, they say. They also think it is wrong to force her to perform in shows. The government is still not sure if releasing captive whales is a good idea. It worries about the spread of disease. It also worries that newly released orcas will not be able to find food on their own.","But she says she can't leave because of the circumstances. They have to go somewhere, but she can't because of the circumstances. She is determined to stay in the house despite the challenges. ",Annotator1,5-20,incohesive,,Batch5_Annotations.csv,
Others use the tags to track turtles and marine mammals that spend time in the sun. Marine mammals are warm-blooded creatures that live in the sea. The overall success of solar tags is not yet know. That's because solar tags have not been around for very long. But so far scientists have not run into serious problems.,"So they need to stay out of the water during the day. The sun's rays are intense, and the water is cold, so they head back to the ocean floor.",Annotator1,5-21,incohesive,,Batch5_Annotations.csv,
"The violence is hurtful to the teen's family and to his memory, the governor said. The protests are also unfair to community members. They want ""to feel safe in their own homes,"" Nixon said. On Sunday, U.S. Attorney General Eric Holder ordered that doctors look at Brown's body. Holder is in charge of the federal government's Justice Department.","Becoming more frequent and intense, the governor said. The governor said the violence is increasing. The governor said the violence is becoming more violent. The governor said the violence is becoming more widespread.",Annotator1,5-22,incohesive,,Batch5_Annotations.csv,
"It hopes to become the most important encyclopedia again. An encyclopedia has information about many different things. It includes articles on topics like animals, science, countries and famous people. Salesmen used to go to houses and knock on doors selling Encyclopaedia Britannica. A set could include 32 books.","It's about animals, plants, and other natural things. It also includes information about people, their lives, and their history. It is a resource for learning about the world.",Annotator1,5-23,cohesive,Level_2,Batch5_Annotations.csv,
Steele is a scuba diver who has scooped up the animals from the seafloor since the 1970s. He sells the urchins to sushi restaurants. Steele heard about the sea getting more acidic. He saw right away what it could mean for his business and the ocean he loves. So Steele told Hofmann about the urchins.,"He works in the North Atlantic, and his work is part of a larger research project. His primary focus is on studying the behavior of marine animals. The project has involved collaborating with multiple institutions, and the data collected has been crucial for understanding the migration patterns of marine species.",Annotator1,5-24,cohesive,Level_3,Batch5_Annotations.csv,
"Because of the Chettri sisters, women guides are normal, said Shailee Basnet. Basnet led a Nepali women's team up Everest. At first, few women wanted to become guides. They didn't want to leave their homes for many days. ""Some thought it was against our culture,"" said Nicky, the youngest sister.","She also worked on issues related to sexual violence and women's safety. Her work was recognized with the prestigious Padma Bhushan, one of the highest civilian honors in India. Basilius Oduor, a Kenyan politician, also received the Padma Bhushan for his contributions to improving education and healthcare in Kenya.",Annotator1,5-25,cohesive,Level_3,Batch5_Annotations.csv,
Scientists found that bacteria moved slowly from floors to food. But it depends what kind of floor it is. Bacteria were more likely to move from tile floors to food. Bacteria were less likely to move from carpets to food. Other scientists also tested food from the floor.,"Bacteria on a smooth, hard surface moved more quickly than those on a tiled floor. This difference was due to the roughness of the surfaces. The rougher the surface, the slower the bacteria moved. The rougher the surface, the slower the bacteria moved. The rougher the surface, the slower the bacteria moved. The rougher the surface, the slower the bacteria moved. The rougher the surface, the slower the bacteria moved.",Annotator1,5-26,incohesive,,Batch5_Annotations.csv,
"But the Birmingham, Ala., student dreamed of going to a college anyhow. He loved to think of new ideas that would help businesses. He also hoped to start his own business. College would help him learn to do those things better. He wanted to go to school somewhere near New York City.","To solve problems, and to be a part of a team working towards a common goal. He also cherished the freedom to express his own opinions without fear of criticism.",Annotator1,5-27,cohesive,Level_3,Batch5_Annotations.csv,
He was talking about the spying programs. People started looking at two NSA programs after Edward Snowden told reporters about what the agency was doing. He used to do work for the NSA. The programs had been secret. A secret court said collecting cellphone records was allowed.,"The programs were named after two U.S. states: Delaware and Maryland. The U.S. government has been under scrutiny for its surveillance activities, especially regarding the activities of foreign governments. The surveillance programs in question are meant to monitor foreign political and economic activities. The U.S. government defends these actions by claiming they are necessary to protect national security and to prevent foreign interference. The public is divided on this issue, with many supporting the actions taken and others opposing them.",Annotator1,5-28,cohesive,Level_3,Batch5_Annotations.csv,
"They are there,"" said former high school principal Beverly Hutton. A new government study supports her claim. It found that black students were more than three times as likely as whites to be kicked out or suspended. And what about cases where the police were called? More than half the time the students were black or Hispanic.","reveals that high school students are now spending an average of 30 minutes more on homework each week. This is due to a combination of factors including increased academic expectations, the rise of digital learning tools, and the growing popularity of extracurricular activities. The new study also highlights the potential long-term consequences of this trend. It suggests that students may experience burnout, reduced academic performance, and increased stress levels. Additionally, the study emphasizes the importance of schools addressing these challenges to ensure students'",Annotator1,5-29,incohesive,,Batch5_Annotations.csv,
"Among them, 59 had a brother or sister with autism. That group was at high risk of being autistic themselves. And 51 babies who had no close relatives with autism were in the other group. They were thought to have a lower risk of having autism. That group was used as a control.","labeled as having an ""autism spectrum disorder"" themselves. In addition, 43% of the participants had a parent with an autism diagnosis, and 26% had a grandparent with an autism diagnosis. The majority of the children in the study had at least one family member with an autism diagnosis. The majority of the children in the study had at least one family member with an autism diagnosis. The majority of the children in the study had at least one family member with an autism diagnosis",Annotator1,5-30,incohesive,,Batch5_Annotations.csv,
"Hotel reservations have been made. But there is one problem: gold. In India, gold is worn at weddings. But it is far more than just a nice thing to wear. It shows a person's importance.","So, the gold reserves of India are among the highest in the world. But as the gold reserves decrease, the cost of gold in India will go up. Therefore, people need to make sure they have enough gold. So, hotel reservations have been made. But there is one problem: gold. So, people need to make sure they have enough gold.",Annotator1,5-31,incohesive,,Batch5_Annotations.csv,
" Gay people can serve on federal juries. A court in San Francisco became the first in the country to decide this Tuesday. Until now, gay people could be kept off some juries just because they were gay. A gay person is attracted to a person of his or her own sex. The decision by the three judges on the court was unanimous.","This decision has significant implications for the rights of LGBTQ+ individuals in society. The court's ruling has been widely celebrated by advocates for LGBTQ+ rights. However, the ruling has also sparked debates about the role of religion in public policy. ",Annotator1,5-32,cohesive,,Batch5_Annotations.csv,
The reason why is complicated. They said its genes were too much like the genes of other giraffes. All plants and animals have genes. They play a big part in what animals and plants look and act like. Genes are passed down from parents.,"The animal's neck is very long, which allows it to reach high into trees. The animal is called a giraffe, but it is not a member of the giraffe family. The animal is called a giraffe because it drinks water from the ground.",Annotator1,5-33,incohesive,,Batch5_Annotations.csv,
"They would also be endangered by government prohibition. The slippery slope of a possible ban doesn't stop at the state level. The Fantasy Sports Trade Association was recently warned that popular sports fantasy leagues could be banned by this legislation as well. Fantasy sports teams are created by choosing your favorite players from a sport like baseball and creating a made-up ""team."" Fantasy football is very popular.",It can also extend to the federal level. The government is considering a ban on private sales of alcohol to minors. The current ban only applies to schools. The government is considering a ban on private sales of alcohol to minors.,Annotator1,5-34,incohesive,,Batch5_Annotations.csv,
"New Haven used to have factories where people worked. They did not need special skills or a college education to work there. Those factories are gone now. New companies have come that need skilled workers with more education. New Haven youth want those jobs, but they do not have the education or the skills.","They could find a job quickly because the work was simple and repetitive. The factory jobs were a key part of the city's economy until the early 20th century when the factory closed down. Now, the factories are gone, but the memories remain.",Annotator1,5-35,cohesive,Level_2,Batch5_Annotations.csv,
"It rocked with the sound of the college band. And the school's Viking mascot high-fived his way across the room. These fifth-graders are at an important turning point. How they see see themselves "" as smart or stupid "" may decide if they go to college. Western University wants to convince them that college is in their future.","The students erupted in cheers, and the atmosphere was electric. The teachers and staff were on high alert. The students were dressed in their best and ready to rock the big event. The band was about to perform their signature song, ""Viking Spirit,"" which had a strong beat and a powerful message. The crowd was electric, and the atmosphere was charged with excitement and energy. The students were dressed in their best and ready to rock the big event. The band was about to",Annotator1,5-36,incohesive,,Batch5_Annotations.csv,
"For example, they show how much sugar has been added. And they are based on new, mostly larger serving sizes. These reflect how people really eat. The changes are meant to help in the fight against some serious health problems. Among these are obesity.","And they are designed to provide the right amount of energy for the whole day. Also, they are low in fat and calories.",Annotator1,5-37,incohesive,,Batch5_Annotations.csv,
"However, people often drink 12-ounce cans or even larger bottles. The new serving size for soda will have to be at least 12 ounces. There will be an increase for some other products, such as ice cream. ""The serving sizes for many foods are a joke now,"" said Jacobson. Look at ""the half-cup of ice cream"" or ""2-ounce muffins and bagels.""","This change is likely to result in an increase in carbonated beverage consumption. However, the new serving size will not necessarily lead to an increase in health-conscious behaviors, such as choosing a smaller size or opting for water.",Annotator1,5-38,cohesive,Level_2,Batch5_Annotations.csv,
"There will be an increase for some other products, such as ice cream. ""The serving sizes for many foods are a joke now,"" said Jacobson. Look at ""the half-cup of ice cream"" or ""2-ounce muffins and bagels."" Few people eat that little at one time. Some packaged foods and drinks are usually finished all at once.",", including ice cream, have increased over the years.""",Annotator1,5-39,incohesive,,Batch5_Annotations.csv,
"The tornado destroyed two elementary schools, both with students inside. Rescue crews swarmed into the ruins at Plaza Towers Elementary School. There were 75 students and staff in the building when the storm struck. Helicopters were banned from flying over the school, CNN reported. Rescuers feared engine noise would make it hard to hear cries for help.",", a high-rise apartment building. The winds were so strong that they lifted the entire building off the ground, tearing apart the apartments and scattering the furniture. The air was thick with smoke and ash, and the rescue teams worked frantically to save as many lives as possible.",Annotator1,5-40,incohesive,,Batch5_Annotations.csv,
"Looking like another species works just fine for them. While they avoid getting eaten, the male and the masculine-colored female are still at risk. For a long time, biologists have studied how animals try to look like other animals. It teaches them a lot about natural selection. Natural selection is sometimes called ""survival of the fittest.""","versions are less likely to be chosen as mates. The female and the female-specific versions are more likely to be chosen as mates. Additionally, the male and the masculine-colored versions are less likely to be chosen as mates. Wait, that seems repetitive. Maybe the user made a mistake in writing that. Let me read it again. Oh, I see, they meant to say that the female and the female-specific versions are more likely to be chosen as mates. So the sentence should correct the repetition and",Annotator1,5-41,incohesive,,Batch5_Annotations.csv,
"It also spreads over two continents. One half of Istanbul lies in Europe, while the other half sits in Asia. The city is connected by bridges across one of the busiest waterways on the planet, the Bosporus Strait. Istanbul is an important city for trade. Turkey is also one of the United States' closest friends in the region.",.,Annotator1,5-42,incohesive,,Batch5_Annotations.csv,
"To reward his children, his father would bring books home. Usually, they were used books that cost just 5 cents. Billington is 85 years old. Even so, he does not plan to stop working anytime soon. He hopes to keep making it easier for people to use the library's huge collection.","10 dollars each. The father's intention was to teach them the value of knowledge. The children, however, often argued that the books were too old and that they didn't have much use.",Annotator1,5-43,incohesive,,Batch5_Annotations.csv,
"It should be able to locate the plane's black box in waters up to 20,000 feet deep. A black box record pilots' conversations. It also records information about the flight such as how fast it was flying. The search team is in a race against time. The black box's battery will last only 30 to 45 days.","feet, determine the flight's altitude and speed, and track the plane's flight path in real-time.",Annotator1,5-44,incohesive,,Batch5_Annotations.csv,
" A panther in a cage was put on the ground in the middle of the forest. Reporters and photographers watched. The big cat crept out of the cage. He looked around, and then ran off down a dirt road. The panther disappeared into the forest.","biologists were surprised by the move, as it was believed that the animal would be released into the wild. However, the release was delayed due to concerns about the animal's health and the safety of the wildlife in the area.",Annotator1,5-45,incohesive,,Batch5_Annotations.csv,
They were 13 and 17 at the time. The Giron brothers left Honduras in February 2013. They traveled in a car with a guide and five other teens ages 13 to 16. It took the group 11 days to travel from Honduras to the United States. They traveled all the way north through Mexico until they reached the Rio Grande River.,"1986 to seek refuge in the United States. Their ages at the time of departure were 13 and 17. The U.S. government, through the Department of Health and Human Services, processed their application for asylum.",Annotator1,5-46,incohesive,,Batch5_Annotations.csv,
"And this country has a lot of feral cats: about 50 million. Some people, though, say TNR is mean. Life on the streets is hard for cats, they say. Homeless cats are often killed by animals or cruel humans. The cats shouldn't be put back on the streets, they say.","believe that feral cats are a problem and should be eliminated. Others, like me, think that feral cats can be a positive thing. I think feral cats can help control the population of mice and other small animals because they hunt them. So feral cats are a good thing.",Annotator1,5-47,incohesive,,Batch5_Annotations.csv,
"That the killings happened around these celebrations makes it ""all the more painful,"" Obama said. Police have arrested Frazier Glenn Miller, 73. He's believed to be the shooter. Civil rights groups say Miller has ties to the Ku Klux Klan. The Klan is a hate group.","FIVE people so far in connection with the attack. The victims were all children, and their parents were at the event.",Annotator1,5-48,incohesive,,Batch5_Annotations.csv,
"Deflategate has gotten a lot of attention. Some people are talking about it even more than they are talking about Sunday's Super Bowl game. Belichick complained that trying to explain what happened has taken up a lot of time. Instead of preparing for the Super Bowl, he has had to answer questions about the deflated footballs. The NFL is looking into the matter.","Talking about the Super Bowl. The NFL has been under scrutiny because of the way they handled the situation. The NFL has been criticized for not doing enough to address the issue. Now, the NFL is trying to address the issue by introducing new rules for the draft and the regular season.",Annotator1,5-49,incohesive,,Batch5_Annotations.csv,
